user,created_at,location,coordinates,tweet_text
RunninAARONs_,2016-06-02 0:24,"Baltimore, Maryland",,RT @ajplus: First case of a baby born with microcephaly from Zika in continental U.S.\n\nA look at the virus: https://t.co/8Cez0ELtD3
,,,,
SugarMinder,2016-06-02 0:24,"Boston, MA",,via @NBC #Health - Doctors Chose C-Section for N.J. Baby With Zika Defects https://t.co/WHLtTVb7Cf
,,,,
RennaW,2016-06-02 0:24,,,"The thing to remember during Brazil\'s Olympics amid Zika, a coup, &amp; a huge recession is the IOC still thinks, ""Yeah, better than Chicago. """
,,,,
haw95,2016-06-02 0:24,"New York City, Las Vegas, NV",,RT @Laurie_Garrett: There is increasing evidence of severe eye problems in babies born to #Zika infected mothers in #Brazil https://t.co/Sp\xe2\x80\xa6
,,,,
ifxxwh,2016-06-02 0:24,,,RT @majutrindade: @ifxxwh zikA
,,,,
JormerMx,2016-06-02 0:24,"IPN, ITAM, ITESM | Mexico City",,"RT @TIME: Zika strain linked to birth defects on ""doorstep of Africa,"" WHO warns https://t.co/oaUzVfBCCD"
,,,,
stolen_,2016-06-02 0:24,Location: just look up,,"@Fusion well, first question would be, ""Does he know about Zika?"""
,,,,
josefadelsol,2016-06-02 0:24,,,"RT @800Noticias: Francisco ""Kid"" Rodr\xc3\xadguez releva que tuvo zika durante sus vacaciones en Venezuela https://t.co/KKEhxVybKw https://t.co/eK\xe2\x80\xa6"
,,,,
randradeTur,2016-06-02 0:24,Buenos Aires,,RT AgenciaTelam: Omar Sued: \xe2\x80\x9cAumentaron los casos de zika en Argentina\xe2\x80\x9d https://t.co/L7adEZOFtN https://t.co/peb3cgSARN
,,,,
osi_oso,2016-06-02 0:24,M\xc3\xa9xico,,"RT @ElMakiaDice: PRIMER PERIODO:\n\xe2\x80\x94Resu\xc3\xa9lvanme esta sopita de letras.\n\xe2\x80\x94Bueno profe.\n\nRESTO DEL A\xc3\x91O:\n\xe2\x80\x94Me encuentran la cura del Zika, y busqu\xe2\x80\xa6"
,,,,
AndthenIsleep,2016-06-02 0:24,She believed she could...,,RT @thinkprogress: 2 million U.S. pregnant women could be at risk of Zika. Congress is twiddling its thumbs. https://t.co/iZH3n1egc5 https:\xe2\x80\xa6
,,,,
BTS_RadioShow,2016-06-02 0:24,"Hollywood, CA",,TMZ : Detroit Tigers Pitcher -- I Contracted Zika Virus ... It Sucked \xe2\x80\xa6 https://t.co/Q0WIeg3pKG) https://t.co/vfBN1Kgfuw
,,,,
majutrindade,2016-06-02 0:24,,,@ifxxwh zikA
,,,,
L130_315R,2016-06-02 0:24,,,"RT @ElMakiaDice: PRIMER PERIODO:\n\xe2\x80\x94Resu\xc3\xa9lvanme esta sopita de letras.\n\xe2\x80\x94Bueno profe.\n\nRESTO DEL A\xc3\x91O:\n\xe2\x80\x94Me encuentran la cura del Zika, y busqu\xe2\x80\xa6"
,,,,
TriCityHerald,2016-06-02 0:24,"Tri-Cities, Wash.",,#VIDEO: Myths about Zika get amplified by the Internet: https://t.co/o8xiy37dEz https://t.co/bBomPD55Dc
,,,,
CredSimple,2016-06-02 0:23,"New York, NY",,#healthcare CMS says states can fight Zika with Medicaid funds https://t.co/tUMeuwPDuK
,,,,
TSF_Com,2016-06-02 0:23,Manchester,,BBC Sport - Rio 2016: Rory McIlroy's Olympic Games worries over Zika virus ease https://t.co/TbcEY75hDd #rio2016 #zika #Golf
,,,,
BullerDon,2016-06-02 0:23,,,@BrookeHenderson in regards to the Brazil   Olympics your thoughts on the Zika virus and any input from Canadian Olympic team?#AskBrooke
,,,,
tuitHispano,2016-06-02 0:23,Mundo,,#PuertoRico Vinculan caso de zika en Alemania con Puerto Rico https://t.co/7NpByzeyhV
,,,,
freelancer1a2b,2016-06-02 0:23,,,Only a Dozen Inspectors Stand Between Zika and Miami - Bloomberg https://t.co/kQmneHTH5C
,,,,
stellamanyari,2016-06-02 0:23,"Cengkareng, DKI Jakarta",,"#BeritaIndonesia | Awas, DBD dan Zika Kembali Merebak di Indonesia https://t.co/7sLyrLnJqC"
,,,,
_el_futuro,2016-06-02 0:23,Texas,,"@Denis44 @WhiteHouse but yes, we need to fight zika &amp; all the sicknesses that have developed under your influence, we need drs and engineers"
,,,,
DaphneeArana,2016-06-02 0:23,"Miami, FL",,RT @ajplus: First case of a baby born with microcephaly from Zika in continental U.S.\n\nA look at the virus: https://t.co/8Cez0ELtD3
,,,,
wysini,2016-06-02 0:23,US of A,,RT @hrkbenowen: The 2016 Olympics will be in Rio. As scheduled. Now just hope for the best. https://t.co/xxHIwsQz6d via @USATODAY
,,,,
JoelMartinRa0,2016-06-02 0:23,,,"Florida: advierten de crisis si no se lucha contra el zika: TALLAHASSEE, Florida, EE.UU. (AP) \xe2\x80\x94 Florida exper... https://t.co/7Ecv74yisJ"
,,,,
argenismetro,2016-06-02 0:23,,,RT @LaRazon_Bolivia: #Brasil se acerca a los 1.500 casos de microcefalia relacionados con #zika https://t.co/q8UioRION2 https://t.co/j4Hq95\xe2\x80\xa6
,,,,
CelebrityG0ss1p,2016-06-02 0:22,,,RT @TMZ: Detroit Tigers Pitcher -- I Contracted Zika Virus ... It Sucked https://t.co/MW3lpYo4Ia
,,,,
zikavirusmap,2016-06-02 0:22,Worldwide,,@johnandkenshow ZIKA VIRUS MAP https://t.co/b0hUx72s6r REGISTER AND REPORT NEW ZIKA OUTBREAKS FREE TO JOIN https://t.co/q2pMblSTwC
,,,,
creddingvye,2016-06-02 0:22,RhodeIsland,,"RT @ASAMorg: ""Give us the funding we need to fight public health challenges like Zika and the #OpioidEpidemic"" - @POTUS message to Congress\xe2\x80\xa6"
,,,,
_furks,2016-06-02 0:22,"Campinas, Brasil",,@_furks c\xc3\xaa \xc3\xa9 zika mermo
,,,,
AMSimmons1,2016-06-02 0:22,"Los Angeles, California",,"2nd baby born with #ZikaVirus-related birth defects in the U.S. is in #Hackensack, NJ https://t.co/x5k8pe8lGC @latimesworld @HackensackUMC"
,,,,
Pk_Olivera,2016-06-02 0:22,,,@andrezasilva330 zika
,,,,
26porfirio,2016-06-02 0:22,,,RT @LuisLopezPSUV: PREVENCI\xc3\x93N | Sesi\xc3\xb3n educativa sobre Dengue Zika y Chinkunguya en Unidad Educativa Sorocaima MARI\xc3\x91O. @TareckPSUV https://\xe2\x80\xa6
,,,,
othundang,2016-06-02 0:22,Jakarta Capital Region,,"#Jitunews Awas, DBD dan Zika Kembali Merebak di Indonesia: Merebaknya berbagai penyakit\xe2\x80\xa6 https://t.co/ukA0VU02qw"
,,,,
rights_of_bill,2016-06-02 0:22,"Houston, TX, USA",,@CrapSandviche @notdantonholden Bet he gave her Zika too.
,,,,
vofnusa,2016-06-02 0:22,USA,,Baby born in US to mother infected with Zika has birth defects: As Dr. Abdulla Al-Khan pulled the baby from t... https://t.co/epqDplqMZG
,,,,
_klausss,2016-06-02 0:22,,,RT @Iinchpins: triste pelo virus do dab  na coreia qui\xc3\xa7\xc3\xa1 pior que o proprio zika virus
,,,,
JooPradoCTorres,2016-06-02 0:22,S\xc3\xa3o Paulo - SP .,,* &amp; # @ Funda\xc3\xa7\xc3\xa3o de Bill Gates quer combater o v\xc3\xadrus zika usando mosquitos com DSTs ! ~ https://t.co/nMAGzCV2sZ
,,,,
hexenbietch,2016-06-02 0:22,i'm not gay,,"RT @USATODAYsports: The 2016 Olympics will be in Rio. Now just hope for the best, @cbrennansports writes: https://t.co/sc1JqZmSm3 https://t\xe2\x80\xa6"
,,,,
JuanGDiaz01,2016-06-02 0:22,"Bogot\xc3\xa1, D.C., Colombia",,"RT @ElMakiaDice: PRIMER PERIODO:\n\xe2\x80\x94Resu\xc3\xa9lvanme esta sopita de letras.\n\xe2\x80\x94Bueno profe.\n\nRESTO DEL A\xc3\x91O:\n\xe2\x80\x94Me encuentran la cura del Zika, y busqu\xe2\x80\xa6"
,,,,
zakkain,2016-06-02 0:22,"Toronto, Canada",,zika + trump + 2 degrees celsius = let\xe2\x80\x99s rewatch the road and take notes
,,,,
Noticiashoycc,2016-06-02 0:22,,,Hondure\xc3\xb1a en Nueva Jersey qued\xc3\xb3 devastada al ver c\xc3\xb3mo el zika afect\xc3\xb3 a su\xc2\xa0beb\xc3\xa9 https://t.co/dYyZezvnRZ
,,,,
thell0ve,2016-06-02 0:22,South Carolina,,Zika virus: Brazil journalist speaks out over microcephaly fear... https://t.co/7YzIu7sJy9 #microcephaly
,,,,
ProvidenceBuzz,2016-06-02 0:22,"Providence, RI",,Zika caused birth defects in N.J. newborn: \xc2\xa0A Honduran woman infected with Zika gave birth in New Jersey to a baby\xe2\x80\xa6 https://t.co/d4up2AFZFl
,,,,
astarenata,2016-06-02 0:22,"Tegalrejo, Yogyakarta",,"Awas, DBD dan Zika Kembali Merebak di Indonesia https://t.co/yI68Lwhtc3 | #lifestyle #cukuptau"
,,,,
Al_friedenzohn,2016-06-02 0:22,Tel Aviv,,Hondure\xc3\xb1a en Nueva Jersey qued\xc3\xb3 devastada al ver c\xc3\xb3mo el zika afect\xc3\xb3 a su\xc2\xa0beb\xc3\xa9 https://t.co/stdLMBBCdh
,,,,
CahlosRamirez,2016-06-02 0:22,Los Angeles,,RT @BI_Science: I got Zika while traveling \xe2\x80\x94 here's what no one told me https://t.co/78098NmOxE https://t.co/A3hXo8F6hr
,,,,
statATL,2016-06-02 0:22,"Atlanta, GA",,RT @sciam: People returning from Zika-affected areas should follow safe sex practices or abstain from sex for at least 8 weeks https://t.co\xe2\x80\xa6
,,,,
Noticiashoycc,2016-06-02 0:22,,,"OMS: Contagio sexual de zika, m\xc3\xa1s com\xc3\xban de lo que se\xc2\xa0cre\xc3\xada https://t.co/MBkFZjGhaf"
,,,,
amonasterios,2016-06-02 0:22,,,"OMS: Contagio sexual de zika, m\xc3\xa1s com\xc3\xban de lo que se cre\xc3\xada - La Radio del domingo: OMS: Contagio sexual de zi... https://t.co/esnV8GGyBp"
,,,,
ArbindLochan,2016-06-02 0:22,"Central Region, Singapore",,The Gates Foundation is trying to stop Zika by giving mosquitos a sexually transmitted disease https://t.co/ke6sY2hPZD via @Recode
,,,,
FraserPryceHub,2016-06-02 0:22,Jamaica,,"Detroit Tigers pitcher contracts Zika, advises Olympic hopefuls https://t.co/0YzmaFpSfx"
,,,,
Adam_Taxin,2016-06-02 0:22,NV/ FL/ NJ/ PA depending when,,#Limbaugh on #Obama setting up #Zika $cam\nhttps://t.co/5ESbu6pDeP\n#trump #maga #trump2016 #neverhillary https://t.co/vPYNP9vQt9
,,,,
LaPagina,2016-06-02 0:22,El Salvador,,#InterDLP   Mujer diagnosticada con #zika da a luz a beb\xc3\xa9 con microcefalia https://t.co/SM4HyISOrv https://t.co/d3USbfpRiV
,,,,
LikkleBITCH_,2016-06-02 0:22,NYC ,,I'm Not Here For That Zika Shit Like WTF Is That ?! \xf0\x9f\xa4\x94\xf0\x9f\xa4\x94\xf0\x9f\xa4\x94\xf0\x9f\xa4\x94\xf0\x9f\xa4\x94
,,,,
Al_friedenzohn,2016-06-02 0:22,Tel Aviv,,"OMS: Contagio sexual de zika, m\xc3\xa1s com\xc3\xban de lo que se\xc2\xa0cre\xc3\xada https://t.co/dgcM6vVUQg"
,,,,
Hechos_Azteca,2016-06-02 0:22,Estados Unidos,,Hondure\xc3\xb1a da a luz beb\xc3\xa9 con Zika en EE.UU. &gt; https://t.co/jNnDPR8fpP https://t.co/9KRggyArmJ
,,,,
KDTrey5nextday,2016-06-02 0:22,,,OKC Thunder's Steven Adams unsure on Rio trip as Zika virus 'makes me... https://t.co/LKGPVTZkZh https://t.co/1Av5xvAOCQ
,,,,
CyberPlayGround,2016-06-02 0:21,everywhere,,"RT @medicaldaily ""US health officials don\'t think Zika is a enough of a reason to cancel the Olympics https://t.co/G91g8TmAJH"
,,,,
WildlifeProtect,2016-06-02 0:21,http://www.edu-cyberpg.com,,"RT @medicaldaily ""US health officials don\'t think Zika is a enough of a reason to cancel the Olympics https://t.co/qEwIoeTCyh"
,,,,
BMUrology,2016-06-02 0:21,"Rosemont, PA  19010 ",,"RT @medicaldaily ""US health officials don\'t think Zika is a enough of a reason to cancel the Olympics https://t.co/l6Mlg5e5pq"
,,,,
H8trChick,2016-06-02 0:21,In YoUr FaCe! ,,RT @TMZ: Detroit Tigers Pitcher -- I Contracted Zika Virus ... It Sucked https://t.co/MW3lpYo4Ia
,,,,
IllinoisUSA1,2016-06-02 0:21,"Illinois, USA",,RT @ABC7Chicago: New info baby born to the mother with Zika infection\xe2\x80\xa6 https://t.co/5jQLmOfp6K Hackensack University Medical Center https:/\xe2\x80\xa6
,,,,
NdaAhVer,2016-06-02 0:21,"Cobertor , Cama",,RT @kauhara_albanez: @NdaAhVer Mas vc zikou mesmo mudando. Vc eh a zika em pessoa
,,,,
MikaellAmaral,2016-06-02 0:21,"Ca\xc3\xa7apava, Brasil",,@xavier_jao zika !
,,,,
zikavirusmap,2016-06-02 0:21,Worldwide,,@tjemery1 parents found guilty AT COURT  of forcing their child to eat dog shit\nhttps://t.co/RlsfJNdBjz
,,,,
jmzambrano14,2016-06-02 0:21,,,RT @LuisLopezPSUV: PREVENCI\xc3\x93N | Sesi\xc3\xb3n educativa sobre Dengue Zika y Chinkunguya en Unidad Educativa Sorocaima MARI\xc3\x91O. @TareckPSUV https://\xe2\x80\xa6
,,,,
woodrufftweets,2016-06-02 0:21,"New York, NY",,First baby born with Zika virus in the northeast U.S. https://t.co/dvAPYD1jsI
,,,,
mdkerwood,2016-06-02 0:21,,,RT @CatherineTholl: @nytimes Her doc in Honduras diag. her with Zika. Why was she allowed here? Anchor baby? Send them back! \n#stopilligals
,,,,
CTVLethbridge,2016-06-02 0:21,Lethbridge,,Health: 1st baby w/Zika virus born in US. Sports: Bulls charity game 2nite! https://t.co/7iQJXNFM3D #yql https://t.co/LX5aVqiM3M
,,,,
PubRelationsWiz,2016-06-02 0:21,"Austin, TX",,Bayer joins CDC in fight against Zika https://t.co/kAYvyhLpIM #PublicRelations
,,,,
alldarrianford,2016-06-02 0:21,,,"@SFTennisFreak Zika is God's punishment for lgbtq, after all."
,,,,
PhyllisHart16,2016-06-02 0:21,,,RT @joeyyeo13: ..Limbaugh on Obama setting up Zika $cam https://t.co/iWagXoNwQe via @YouTube https://t.co/YgMbtIqwUU
,,,,
infogestionivss,2016-06-02 0:21,Venezuela,,RT @diromaale: Para crear conciencia en la Poblaci\xc3\xb3n sobre la prevenci\xc3\xb3n del #Zika el @IVSS_NAIGUATA dicta charlas informativas https://t.c\xe2\x80\xa6
,,,,
License_Farm,2016-06-02 0:21,BK in tha hawse,,"wants a procedure like Las\xc2\xa1k or cauterization that stops nails from growing. The chore is Sisyphean. Get on that, Science; Zika will wait."
,,,,
YuriBorges97,2016-06-02 0:21,Rio de Janeiro,,RT @Estadao: Nasce nos EUA 1\xc2\xba beb\xc3\xaa com microcefalia associada ao zika https://t.co/KuL5oJ6czb
,,,,
priceyharrison,2016-06-02 0:21,greensboro,,RT @thinkprogress: 2 million U.S. pregnant women could be at risk of Zika. Congress is twiddling its thumbs. https://t.co/iZH3n1egc5 https:\xe2\x80\xa6
,,,,
DoralNews,2016-06-02 0:21,"Doral, Miami, FL",,Naci\xc3\xb3 ni\xc3\xb1a con microcelafia de madre con zika en Estados Unidos -  https://t.co/scUF6dm124 https://t.co/CujweM5qQ8
,,,,
thaiskod,2016-06-02 0:21,,,RT @Estadao: Nasce nos EUA 1\xc2\xba beb\xc3\xaa com microcefalia associada ao zika https://t.co/KuL5oJ6czb
,,,,
DoralNews,2016-06-02 0:21,"Doral, Miami, FL",,Naci\xc3\xb3 ni\xc3\xb1a con microcelafia de madre con zika en Estados Unidos -  https://t.co/scUF6dm124 https://t.co/KiyoknVFy0
,,,,
nepennsylvania,2016-06-02 0:21,,,New Pittsburgh Cou. Second Baby Born In U.S. With Zika-Related Birth Defects https://t.co/688nHFPhm1
,,,,
Cloud_SDN,2016-06-02 0:21,Regensburg,,Baby born with Zika in the US - https://t.co/43ggQ50T0x #IT #data_center
,,,,
DaddyCrbCakes,2016-06-02 0:21,In the Mountains,,RT @BayShoreIsHome: I'm now convinced Geraldo's mustache is the cause of the Zika Virus. #oreillyfactor
,,,,
Zika_bolado31,2016-06-02 0:20,"Dom Pedrito, Brasil",,S\xc3\xb3 eu que vou tomar um copo de leite e coloco dois quilos de Nescau?
,,,,
klkingman1,2016-06-02 0:20,,,RT @LadyPJustice: V is for a vendetta against Planned Parenthood that ends up stalling scientists from finding a vaccine for Zika\nhttps://t\xe2\x80\xa6
,,,,
hellboy556,2016-06-02 0:20,Yorktown,,RT @TMZ: Detroit Tigers Pitcher -- I Contracted Zika Virus ... It Sucked https://t.co/MW3lpYo4Ia
,,,,
zikavirusmap,2016-06-02 0:20,Worldwide,,@NBCOlympics  ZIKA VIRUS MAP https://t.co/b0hUx72s6r   REGISTER AND REPORT NEW ZIKA OUTBREAKS FREE TO JOIN! https://t.co/QCkXxH8s24
,,,,
DjoeminganB,2016-06-02 0:20,,,RT @joeyyeo13: ..Limbaugh on Obama setting up Zika $cam https://t.co/iWagXoNwQe via @YouTube https://t.co/YgMbtIqwUU
,,,,
kauhara_albanez,2016-06-02 0:20,BH | SP ,,@NdaAhVer Mas vc zikou mesmo mudando. Vc eh a zika em pessoa
,,,,
LilacGolf,2016-06-02 0:20,"Newport, Michigan",,"McIlroy researches Zika, at ease playing in Rio - McIlroy researches Zika, at ease playing in Rio https://t.co/S6RPr0XPsW"
,,,,
PerenterolCAC,2016-06-02 0:20,,,Perenterol Noticias: Nace una beb\xc3\xa9 con microcefalia asociada al zika en Estados Unidos https://t.co/ihcKhJecPl
,,,,
mesamuelangus,2016-06-02 0:20,"birmingham, al",,@MichaelHansen do you have zika??
,,,,
SoCalOpinion,2016-06-02 0:20,Southern California,,Are you eager or hesitant to travel this summer? #Terrorism #Airports #Zika #Cost The #QuestionOfTheWeek: https://t.co/keJFDVgSaV
,,,,
mdkerwood,2016-06-02 0:20,,,"RT @Yitzchak33: @theblaze a woman \n ""visiting"" from Honduras gives birth to Zika affected baby? No, she came to have  an anchor baby and ga\xe2\x80\xa6"
,,,,
IntuitiveGestur,2016-06-02 0:20,LIL MEXICO,,@RichiePantuflas @NigggaAlex Alex wants that zika pussy
,,,,
Cherrry__x,2016-06-02 0:20,"London, England ",,RT @ajplus: First case of a baby born with microcephaly from Zika in continental U.S.\n\nA look at the virus: https://t.co/8Cez0ELtD3
,,,,
melo_vn,2016-06-02 0:20,,,ZIKA N\xc3\x83O https://t.co/XoPei19LMf
,,,,
JackalynKovac,2016-06-02 0:20,"Pensacola, FL",,RT @weartv: Teen tests postitive for Zika after first blood sample tossed\nhttps://t.co/xn7MO7BIrS https://t.co/xd6fs4X8Gz
,,,,
scottlent207,2016-06-02 0:20,Kalamazoo,,Sign the petition: Tell @SpeakerRyan to stop playing politics with #Zika https://t.co/RuRUTee7FK via @CREDOMobile #p2
,,,,
bicicreta,2016-06-02 0:20,,,"@tuttyupie aqui \xc3\xa9 bem comum isso, no ano passado, auge da epidemia de zika, passei 7h e s\xc3\xb3 consegui passar pela triagem"
,,,,
medicaldaily,2016-06-02 0:20,"New York, NY",,US health officials don't think Zika is a enough of a reason to cancel the Olympics. https://t.co/BpGD7OdaKD https://t.co/cQBthCBUkn
,,,,
FORDHealthWonk,2016-06-02 0:20,NYC #EastVillage #UnionSq #LES,,First baby born with Zika-linked microcephaly in New York tri-state area | Fox News | https://t.co/uR0Qr54SQf
,,,,
NdaAhVer,2016-06-02 0:20,"Cobertor , Cama",,"RT @kauhara_albanez: KKKKKK, MANO ELE ESCALOU QUASE O SANTA INTEIRO, QUE ZIKA https://t.co/tFZ4bBKijr"
,,,,
ilselovera,2016-06-02 0:19,"Caracas, Venezuela",,RT @globovision: Ascienden a 56 los casos de zika desde octubre https://t.co/9InaZTCdIV https://t.co/9Mozg8mHZO
,,,,
kburris910,2016-06-02 0:19,"Houston, TX",,RT @TheCenterForCW: Pregnant and worried about #Zika virus? Here are 4 ways you can protect yourself https://t.co/PGfzahywJf via @CDCgov
,,,,
PMorris153,2016-06-02 0:19,New York & New Jersey & D.C. ,,RT @NYDNSports: Francisco Rodriguez says he had Zika virus this offseason: report https://t.co/n8nOZuVplp
,,,,
caminoalarosada,2016-06-02 0:19,Argentina,,RT @AgenciaTelam: Omar Sued: \xe2\x80\x9cAumentaron los casos de zika en Argentina\xe2\x80\x9d https://t.co/dbgJFWNKlD https://t.co/MT6rAsR54K
,,,,
zikavirusmap,2016-06-02 0:19,Worldwide,,"RT @Richie_Menlo: @NBCOlympics @nbcbayarea how has this not been moved? That place is a war-zone, has Zika and the locals are fighting it t\xe2\x80\xa6"
,,,,
Halie_Walker159,2016-06-02 0:19,,,RT @joeyyeo13: ..Limbaugh on Obama setting up Zika $cam https://t.co/iWagXoNwQe via @YouTube https://t.co/YgMbtIqwUU
,,,,
RioOlympics_16,2016-06-02 0:19,,,"The 2016 Olympics will be in Rio. As scheduled. Now just hope for the best.: Zika, Brazil's political situati... https://t.co/z51vKgrAju"
,,,,
franmu_oz,2016-06-02 0:19,,,RT @sextaNoticias: Aumentan a casi 1.500 los casos de microcefalia relacionados con el Zika en Brasil https://t.co/1FUuhJ6sJ3 https://t.co/\xe2\x80\xa6
,,,,
BrantrixCom,2016-06-02 0:19,Berlin / Germany,,Girl With Zika Virus Is Born at a New Jersey Hospital - https://t.co/1TWC8hoYN2 #socialmedia
,,,,
zikavirusmap,2016-06-02 0:19,Worldwide,,RT @LionMyth: @NBCOlympics Sure NBC and committee want the games to go on on schedule ... but crime and filthy water AND zika are bad news
,,,,
Skipbel,2016-06-02 0:19,,,RT @thinkprogress: 2 million U.S. pregnant women could be at risk of Zika. Congress is twiddling its thumbs. https://t.co/iZH3n1egc5 https:\xe2\x80\xa6
,,,,
4n0nc47,2016-06-02 0:19,\xe3\x83\x8d\xe3\x82\xb3\xe7\xa7\x91,,Baby born at New Jersey hospital with Zika-related defect https://t.co/stgyN8KHwb
,,,,
kauhara_albanez,2016-06-02 0:19,BH | SP ,,"KKKKKK, MANO ELE ESCALOU QUASE O SANTA INTEIRO, QUE ZIKA https://t.co/tFZ4bBKijr"
,,,,
zikavirusmap,2016-06-02 0:19,Worldwide,,65 DAYS UNTIL YOU CAN GET ZIKA VIRUS !! YES!!!!! that will make a good show for some people rake in the $$$$$$$$$ https://t.co/nIqFGCG9UH
,,,,
Kait_Kaminski,2016-06-02 0:19,NYG NYR NYY,,RT @TMZ: Detroit Tigers Pitcher -- I Contracted Zika Virus ... It Sucked https://t.co/MW3lpYo4Ia
,,,,
atchutneelam,2016-06-02 0:19,http://realsupermarket.com/,,What We Know About Baby Born With Microcephaly in US - The Zika-infected mother gave birth in a New Jersey hosp... https://t.co/u66esQ7qd4
,,,,
cosygaal,2016-06-02 0:19,"Sydney, New South Wales",,RT @WHO: Mounting evidence has shown that sexual transmission of #ZikaVirus is possible &amp; more common than previously assumed https://t.co/\xe2\x80\xa6
,,,,
milenachrrz15,2016-06-02 0:19,Mikasa,,"RT @GoggetaG7: PRIMER PERIODO:\n\xe2\x80\x94Resu\xc3\xa9lvanme esta sopita de letras.\n\xe2\x80\x94Bueno profe.\n\nRESTO DEL A\xc3\x91O:\n\xe2\x80\x94Me encuentran la cura del Zika, y busquen\xe2\x80\xa6"
,,,,
mariabelen_mora,2016-06-02 0:19,,,Ma\xc3\xb1ana aunque me de zika no falto al colegio\xf0\x9f\x99\x85\xf0\x9f\x91\x80
,,,,
Corollagirl196,2016-06-02 0:19,"Hampton Roads, Va",,RT @thinkprogress: 2 million U.S. pregnant women could be at risk of Zika. Congress is twiddling its thumbs. https://t.co/iZH3n1egc5 https:\xe2\x80\xa6
,,,,
billammo,2016-06-02 0:19,"Clear Lake, Houston",,RT @occupybergen: New Research Shows Just How High Stakes Are As Congress Runs Down The Clock On Zika https://t.co/9pfi7ASZKz via @thinkpro\xe2\x80\xa6
,,,,
PaolaNunok,2016-06-02 0:19,,,RT @AgenciaTelam: Omar Sued: \xe2\x80\x9cAumentaron los casos de zika en Argentina\xe2\x80\x9d https://t.co/dbgJFWNKlD https://t.co/MT6rAsR54K
,,,,
TimDuffy,2016-06-02 0:19,"Staten Island, NY",,Imma get Zika.
,,,,
iquartic,2016-06-02 0:19,"Cambridge, MA",,CMS says states can fight Zika with Medicaid funds - States will be allowed to use Medicaid funding to fight th... https://t.co/zkbPimx3wx
,,,,
inkling4u,2016-06-02 0:19,elizabethtown ky,,RT @SenateDems: The start of mosquito season is here; Republicans are not. 100 days since Obama requested funding to fight Zika. https://t.\xe2\x80\xa6
,,,,
kfreemanarch,2016-06-02 0:19,Denville / Philadelphia,,Well that's terrifying... #savethereefs | How We're Screwing Ourselves Out of New Cancer Drugs and Zika Meds https://t.co/7hBs2TEcmv
,,,,
8020,2016-06-02 0:19,,,The Gates Foundation is trying to stop Zika by giving mosquitos a sexually transmitted disease #BadIdea https://t.co/spNs8XIfke
,,,,
Adrjana_,2016-06-02 0:19,"Caracas, Venezuela",,"Una lacra con zika, no puede ser."
,,,,
garackasecas,2016-06-02 0:19,,,"@TlalpanVecinos ese cami\xc3\xb3n tiene llantas y basura en el techo , riesgo para mosquitos, dengue, zika. Es insalubre"
,,,,
PMorris153,2016-06-02 0:19,New York & New Jersey & D.C. ,,RT @NBCNewYork: WATCH LIVE: Doctors give updates about woman with Zika who gave birth in New Jersey https://t.co/EL09YjkMl4
,,,,
kburris910,2016-06-02 0:19,"Houston, TX",,"RT @ChildHospAssnTX: New Zika Guildines issued. First Zika baby in continental US born, report says https://t.co/rp0SrEL2lI @todayshow http\xe2\x80\xa6"
,,,,
puertoriconoti,2016-06-02 0:18,,,Vinculan caso de zika en Alemania con Puerto Rico - El contagio se dio por transmisi\xc3\xb3n sexual. https://t.co/BjeTnRYe47
,,,,
Adrjana_,2016-06-02 0:18,"Caracas, Venezuela",,Me parece excelente mi hermana tenga zika:(
,,,,
GlobalBioethics,2016-06-02 0:18,"New York, New York",,Letter to WHO to Postpone/Move Olympic Games Rejected https://t.co/lnSAt5ZaLO
,,,,
olgi77,2016-06-02 0:18,,,RT @ecd_: El Zika pone en peligro la celebraci\xc3\xb3n de las Olimpiadas https://t.co/nJ2mD0fewc https://t.co/jNggTLgESq
,,,,
marcipurcell,2016-06-02 0:18,"Austin, TX",,RT @ABC: Baby born at NJ hospital is the first born with microcephaly from Zika in the continental US https://t.co/B4Z7VrEgPL https://t.co/\xe2\x80\xa6
,,,,
splifford,2016-06-02 0:18,FL,,Everytime I get bit by a mosquito I think I got the zika virus smh
,,,,
zikavirusmap,2016-06-02 0:18,Worldwide,,@NBCOlympics ZIKA VIRUS MAP  https://t.co/b0hUx72s6r https://t.co/u6q2QgnX0o
,,,,
Ryco56x,2016-06-02 0:18,"Port Orford, OR",,Sign the petition: Tell @SpeakerRyan to stop playing politics with #Zika https://t.co/ulGqpdY58I via @CREDOMobile #p2
,,,,
yellabellie,2016-06-02 0:18,,,So now these United States want women to wait to conceive because of the Zika Virus..... I don't have time to wait any longer smh
,,,,
nytrbee,2016-06-02 0:18,"New York, NY",,"OMS: Contagio sexual de zika, m\xc3\xa1s com\xc3\xban de lo que se cre\xc3\xada - La Radio del domingo https://t.co/YH0c8tuSwy"
,,,,
JohnMcK84635717,2016-06-02 0:18,,,RT @joeyyeo13: ..Limbaugh on Obama setting up Zika $cam https://t.co/iWagXoNwQe via @YouTube https://t.co/YgMbtIqwUU
,,,,
sba1211,2016-06-02 0:18,,,RT @fineout: Meanwhile on Zika front - while @FLGovScott is sharply criticizing feds his admin won't say if the state will pay for needed p\xe2\x80\xa6
,,,,
